Duke,UCF,Liberty,Virginia Tech,Maryland,LSU,Minnesota,Michigan St,Gonzaga,Baylor,Murray St,Florida St,Buffalo,Texas Tech,Florida,Michigan,Virginia,Oklahoma,Oregon,UC Irvine,Villanova,Purdue,Iowa,Tennessee,North Carolina,Washington,Auburn,Kansas,Ohio St,Houston,Wofford,Kentucky
Duke,Virginia Tech,LSU,Michigan St,Gonzaga,Florida St,Texas Tech,Michigan,Virginia,Oregon,Purdue,Tennessee,North Carolina,Auburn,Houston,Kentucky
Duke,Michigan St,Gonzaga,Texas Tech,Virginia,Purdue,Auburn,Kentucky
Michigan St,Texas Tech,Virginia,Auburn
Texas Tech,Virginia
Virginia
